All Spare Parts /SNo,All Spare Parts /Item,All Spare Parts /Current Location,All Spare Parts /New Location,All Spare Parts /Status,All Spare Parts /Unit
3284,Cutting:Hk Thermocaple-(160 MM) 0501925,7SP-531,,Yes,Pcs
3285,Cutting:Hk Thermocaple-(380 MM) 0501900,7SP-531,,Yes,Pcs
3286,Cutting:Hk Thermocaple-(500 MM) 0501915,7SP-531,,Yes,Pcs
3287,Cutting:HK Center Fold Shaft ( D16X230MM) 0182500,7SP-532,,Yes,Pcs
3288,Cutting:Hk center Fold Shaft (D16X210MM) 0182400,7SP-532,,Yes,Pcs
3289,Cutting:Hk End Fold Shaft (D16X293MM) 0181200,7SP-532,,Yes,Pcs
3290,Cutting:Hk Finger Body Shaft (D16X380MM) 0184100,7SP-532,,Yes,Pcs
3291,Cutting:Hk Hardened Shaft (0181100),7SP-532,,Yes,Pcs
3292,Cutting:Hk Hardened Shaft (105X8 Mm) 0180400,7SP-532,,Yes,Pcs
3293,Cutting:Hk Hardened Steel Shaft (12X188 Mm) 0184200,7SP-532,,Yes,Pcs
3294,Cutting:Hk Knife Shaft (0306200),7SP-532,,Yes,Pcs
3295,Cutting:Hk Knife Shaft (208X15 Mm) 1130370,7SP-532,,Yes,Pcs
3296,Cutting:Hk Colour Response (G0500390/0500390),7SP-535,,Yes,Pcs
3297,Cutting:Hk Colour Response(0500410),7SP-535,,Yes,Pcs
3298,Cutting:Hk Connector-16 Pin (G-50155/0501550),7SP-535,,Yes,Pcs
3299,Cutting:Hk Folding Plate Left (E-15340/0153400),7SP-535,,Yes,Pcs
3300,Cutting:Hk Folding Plate Right (E-15350/0153500),7SP-535,,Yes,Pcs
3301,Cutting:Hk Holder For Push Finger (1120775/U1120770),7SP-535,,Yes,Pcs
3302,Cutting:Hk Knife Connecting Rod (0301700),7SP-535,,Yes,Pcs
3303,Cutting:Hk Transport Finger (U1124300/1124300),7SP-535,,Yes,Pcs
3304,Cutting:willy Thermocouple T103 CR-AL (8926),7SP-701,,Yes,Pcs
3305,Cutting:Willy Fusing Hot Cutting Unit (TFCP1-1),7SP-702,,Yes,Pcs
3306,Cutting: Willy Electromagnet (0B001121),7SP-703,,No,Pcs
3307,Cutting:Willy Staper Motor,7SP-703,,Yes,Pcs
3308,Cutting:Willy Unit Plug (1661),7SP-703,,Yes,Pcs
3309,Cutting:Willy Heating Plate Socket (8903) male,7SP-703,,Yes,Pcs
3310,Cutting:Willy Anguler Transmission With Wheel (0BRR381),7SP-704,,Yes,Pcs
3311,Cutting:Willy Ampliphier CZ-K1 Keyence (1659),7SP-705,,Yes,Pcs
3312,Cutting:Willy Drive For Staper Motor,7SP-705,,Yes,Pcs
3313,"Cutting:Willy HMI With PLC (Model-TOP7MB-002, S/L No-127726)",7SP-705,,Yes,Pcs
3314,Cutting:Willy Piece Counter (0Z001902),7SP-705,,Yes,Pcs
3315,Cutting:Willy Valve (0Z001057),7SP-705,,Yes,Pcs
3316,Pneumatic cylinder-Festo,7SP-705,,Yes,Pcs
3317,Cutting:Willy Clamp With Support (PRRR006),7SP-706,,Yes,Pcs
3318,Cutting:Willy Front Pinch (PLRR132),7SP-706,,Yes,Pcs
3319,Cutting:Willy Pincer-(Left) PR0015,7SP-706,,Yes,Pcs
3320,Cutting:Willy Pincer-(Right) PR0014,7SP-706,,Yes,Pcs
3321,Cutting:Willy Connector (1193),7SP-707,,Yes,Pcs
3322,Cutting:Willy Connector Element (1191),7SP-707,,Yes,Pcs
3323,Cutting:Willy Connector Element (1192),7SP-707,,Yes,Pcs
3324,Cutting:Willy Electronic Board (0Z001571),7SP-707,,Yes,Pcs
3325,Cutting:Willy Photocell Support-(0B007005),7SP-707,,Yes,Pcs
3326,Cutting:Willy Raccord (0Z00362),7SP-707,,Yes,Pcs
3327,Cutting:Willy Buttom Bolt 3X6mm,7SP-708,,No,Pcs
3328,Cutting:Willy Connector-(1076),7SP-708,,Yes,PCS
3329,Cutting:Willy Fuse 10A,7SP-708,,Yes,Pcs
3330,Cutting:Willy Fuse 16A,7SP-708,,Yes,Pcs
3331,Cutting:Willy Fuse 2A,7SP-708,,Yes,Pcs
3332,Cutting:Willy Fuse 4A,7SP-708,,Yes,Pcs
3333,Cutting:Willy Fuse 6.3A,7SP-708,,Yes,Pcs
3334,Cutting:Willy Heat Prof Cloth,7SP-708,,Yes,Pcs
3335,Cutting:Willy Hex Bolt 8X30mm,7SP-708,,Yes,Pcs
3336,Cutting:Willy Pin (1371-1),7SP-708,,No,Pcs
3337,Cutting:Willy Pin (1372-1),7SP-708,,Yes,Pcs
3338,Cutting:Willy Pin (B889),7SP-709,,Yes,Pcs
3339,Cutting:Willy Roller (PS00162),7SP-709,,Yes,Pcs
3340,Cutting:Willy Rubber Ring-3mm (LL001596),7SP-709,,Yes,Pcs
3341,Cutting:Willy Rubber Ring-6.5mm (LL001532),7SP-709,,Yes,Pcs
3342,Cutting:Willy Card MK003 (105-1),7SP-710,,No,Pcs
3343,Cutting:Willy Cylinder (LL001574),7SP-710,,Yes,No Unit
3344,Cutting:Willy Photosensor,7SP-710,,Yes,Pcs
3345,Cutting:Willy Takex Fiber Optic-(0Z001227),7SP-710,,Yes,Pcs
3346,Cutting:Willy Thermocapal Round,7SP-710,,Yes,Pcs
3347,Cutting:Willy Cutter (OBRR641),7SP-711,,Yes,Pcs
3348,Cutting:Willy Feeding Finger (B875-1),7SP-711,,Yes,Pcs
3349,Cutting:Willy Feeding Finger-8.20 Mm (0B00903CH),7SP-711,,Yes,Pcs
3350,Cutting:Willy Finger 2.5-8 Mm (0B00902CH),7SP-711,,Yes,Pcs
3351,Cutting:Willy Spring L-35 mm,7SP-711,,Yes,Pcs
3352,Cutting:Willy Spring Pinch,7SP-711,,Yes,Pcs
3353,Cutting:Willy Spring Pinch (B137-1C),7SP-711,,Yes,Pcs
3354,Cutting:Willy Takex Focal Lens-(0Z001140),7SP-711,,Yes,Pcs
3355,Cutting:Willy Cold Cutter-(B-561),7SP-712,,Yes,Pcs
3356,Cutting:Willy Fusing Blade-(B641),7SP-712,,Yes,Pcs
3357,Cutting:Willy Lower Plate-(B-562),7SP-712,,Yes,Pcs
3358,Cutting:Willy Lower Plate-(B628),7SP-712,,Yes,Pcs
3359,Cutting:Willy Narrow End Fold Unit-(PR0025),7SP-712,,Yes,Pcs
3360,Cutting:Willy Folder Right (B10007),7SP-713,,Yes,Pcs
3361,Cutting:Willy Gear-18 Teeth (B160),7SP-713,,Yes,Pcs
3362,Cutting:Willy Gear-18 Teeth (B161),7SP-713,,Yes,Pcs
3363,Cutting:Willy Left Folder (B10016),7SP-713,,Yes,Pcs
3364,Cutting:Willy Left Folder (PR0018),7SP-713,,No,Pcs
3365,Cutting:Willy Right Folder (PR0021),7SP-713,,Yes,Pcs
3366,Cutting: WS HC-A027/A028 Pusher handle  WS-586,7SP-715,,Yes,pcs
3367,Cutting: WS -G101 Compression spring ( 04 X4.5 X20L ) WS-586,7SP-715,,Yes,pcs
3368,Cutting: WS  HC-B057F Crawler bar ( M3  X  36 L ) WS -586,7SP-715,,Yes,pcs
3369,Cutting:WS Knife 10X175LX44.5HX18T (175 Mm) LYS-YD001,7SP-715,,Yes,No Unit
3370,Cutting: WS  Received pad ( WS-886),7SP-715,,Yes,pcs
3371,Cutting: WS  Receiver pad Right  (WS-886),7SP-715,,Yes,pcs
3372,Cutting: WS  Receiver pad Left  ( WS--586),7SP-715,,Yes,pcs
3373,Cutting: WS  Receiver pad Left  ( WS-886),7SP-715,,Yes,pcs
3374,Cutting: WS  Receiver pad Right  (WS--586),7SP-715,,Yes,pcs
3375,Cutting: WS Received ( WS--586),7SP-715,,No,pcs
3376,Cutting: WS  Hot Knife 90mm 10X  90L (WS-586),7SP-715,,Yes,Pcs
3377,Cutting:willy Fold Reference Plate SX(MH0035),7SP-717,,Yes,Pcs
3378,Cutting:Willy Folder Left  (PM0035),7SP-717,,Yes,Pcs
3379,Cutting:Willy Folder Right (PM0033),7SP-717,,Yes,Pcs
3380,Cutting:Willy Iron Plate,7SP-717,,Yes,Pcs
3381,Cutting:Willy Label Support (B768),7SP-717,,Yes,Pcs
3382,Cutting:Willy Left Pinch (MH0027),7SP-717,,Yes,No Unit
3383,Cutting:Willy LH Fold Mount-(MH0019),7SP-717,,Yes,Pcs
3384,Cutting:Willy Pinza Inferiore (MH0027),7SP-717,,No,Pcs
3385,Cutting:Willy Receiver Left (PRAS8),7SP-717,,Yes,Pcs
3386,Cutting:Willy Receiver Right (PRAS7),7SP-717,,Yes,pcs
3387,Cutting:Willy Right Pinch (MH0026),7SP-717,,Yes,No Unit
3388,Cutting:Willy Assembled Machanical Finger (0BAS3-1),7SP-719,,Yes,Pcs
3389,Cutting:Willy Feeding Finger,7SP-719,,Yes,Pcs
3390,Cutting:Willy Guide Bar-(PC007),7SP-719,,Yes,Pcs
3391,Cutting:Willy Guide Bar-(PC008),7SP-719,,Yes,Pcs
3392,Cutting:Willy Shaft (14 X 267 Mm) B03-0,7SP-719,,Yes,Pcs
3393,Cutting:Willy Shaft (14X210 Mm) B85-0,7SP-719,,Yes,Pcs
3394,Cutting:Willy Shaft Column-(B502),7SP-719,,Yes,Pcs
3395,Cutting:willy Shaft-15X225 Mm Column (B3027),7SP-719,,Yes,Pcs
3396,Cutting:Willy Grooved Shaft (B151-1),7SP-720,,Yes,Pcs
3397,Cutting:Willy Shaft-(PC0010),7SP-720,,Yes,Pcs
3398,Cutting:Willy Shaft-(B776-2),7SP-720,,Yes,Pcs
3399,Cutting:Flat Button EAO Green (WS-Z010),7SP-721,,Yes,Pcs
3400,Cutting:Flat Button EAO Yellow (WS-Z011),7SP-721,,Yes,Pcs
3401,Cutting:Micro Switch TM-1703(WS-Z006),7SP-721,,Yes,Pcs
3402,Cutting:Round Buttom DECA Green (WS-Z009),7SP-721,,Yes,Pcs
3403,Cutting:Round Buttom DECA Red (WS-Z007),7SP-721,,Yes,Pcs
3404,Cutting:Round Buttom DECA Yellow (WS-Z008),7SP-721,,Yes,Pcs
3405,Cutting:Tube switch TM-1703 (WS-Z005),7SP-721,,Yes,Pcs
3406,Cutting:Bearing BNM8 (WS-W008),7SP-722,,Yes,Pcs
3407,Cutting:Bearing POS6 (WS-W009),7SP-722,,Yes,Pcs
3408,Cutting:Bearing POS6L (WS-W0010),7SP-722,,Yes,Pcs
3409,Cutting:Center Fold Crawler Bridge (HC-C096L),7SP-722,,Yes,Pcs
3410,Cutting:Center Fold Mold Holder (HC-C077),7SP-722,,Yes,Pcs
3411,Cutting:End Fold Scoop  (HC-C040L),7SP-722,,Yes,Pcs
3412,Cutting:Hanging Fold Scoop Set (HC-C004L),7SP-722,,Yes,Pcs
3413,Cutting:Hanging Fold Scoop Set (HC-C004R),7SP-722,,Yes,Pcs
3414,Cutting:Mould Scraper (SW-C004),7SP-722,,Yes,Pcs
3415,Cutting:Blade Holder (HC-C077),7SP-723,,Yes,Pcs
3416,Cutting:Carrying Head (L.R) (HC-B057E),7SP-723,,Yes,Pcs
3417,Cutting:Center Fold Die Cover Cylinder (Hc-C066),7SP-723,,Yes,Pcs
3418,Cutting:Center Fold Scoop (HC-C078),7SP-723,,Yes,Pcs
3419,Cutting:End Fold Scoop(HC-C040R),7SP-723,,Yes,Pcs
3420,Cutting:Handle (WS-Z031),7SP-723,,Yes,Pcs
3421,Cutting:Hanging Fold Die Blade 86mm (HC-C014R),7SP-723,,Yes,Pcs
3422,Cutting:Hanging Fold Scoop (HC-C006L),7SP-723,,Yes,Pcs
3423,Cutting:Hanging Fold Scoop (HC-C006R),7SP-723,,Yes,Pcs
3424,Cutting:Pusher Head Base (HC-A025),7SP-723,,Yes,Pcs
3425,Cutting: Bottom Cutter 101MMX21MMX4MMX88MM (YS-DD002),7SP-724,,Yes,Pcs
3426,Cutting: Cold Cutter-95 Mm (YS-LD001),7SP-724,,Yes,Pcs
3427,Cutting: Double Inclined Hot Knife f8.2X90 (YS-YD001),7SP-724,,Yes,Pcs
3428,Cutting:End Fold Die Blade 8mmX13.5mm(HC-C037L),7SP-724,,Yes,Pcs
3429,Cutting:ElectronicEye-Sick (WS-Z018),7SP-725,,Yes,Pcs
3430,Cutting:Platic Gear Wheel (Small) (HC-A044),7SP-725,,Yes,Pcs
3431,Cutting:Pusher Head Grip (HC-A027),7SP-725,,Yes,Pcs
3432,Cutting:Pusher Head Handle (HC-A028),7SP-725,,Yes,Pcs
3433,Cutting:WS Electro Magnet (WS-G019),7SP-725,,Yes,Set
3434,Cutting: Electroplating Crawler Block (6mmX92mm) (F86_B020A),7SP-726,,Yes,Pcs
3435,Cutting: ON/Off switch BLB 3P (WS-Z012),7SP-726,,Yes,Pcs
3436,Cutting: Sliding Alumium Set-Stainless Steel A (HC-B036LA)7),7SP-726,,Yes,Pcs
3437,Cutting: Sliding Alumium Set-Stainless Steel B (HC-B036RA),7SP-726,,Yes,Pcs
3438,Cutting:Aluminium Plate -Type A (LHC-B036LA),7SP-726,,Yes,Pcs
3439,Cutting:Aluminium Plate -Type B (LHC-B036RA),7SP-726,,Yes,Pcs
3440,Cutting:Blade Holder (F86-B034),7SP-726,,Yes,Pcs
3441,Cutting:Carring Head Holder (HC-B057E),7SP-726,,Yes,Pcs
3442,Cutting:Carrying Plate (HC-B057D),7SP-726,,Yes,Pcs
3443,Cutting:Center Fold Grinding 8X90 (HC-C055),7SP-726,,Yes,Pcs
3444,Cutting:Cover Sleeve 0406 (WS-V001),7SP-726,,Yes,Pcs
3445,Cutting:Cover Sleeve 0606 (WS-V002),7SP-726,,Yes,Pcs
3446,Cutting:Cover Sleeve 0806 (WS-V003),7SP-726,,Yes,Pcs
3447,Cutting:Cover Sleeve 1008 (WS-V004),7SP-726,,Yes,Pcs
3448,Cutting:Cover Sleeve 1208 (WS-V005),7SP-726,,Yes,Pcs
3449,Cutting:Screw (WS-F001-1),7SP-726,,Yes,Pcs
3450,Cutting:Shaking Switch BLB 3P (YS-G012),7SP-726,,No,Pcs
3451,Cutting:Tension Spring 0.4X4.0X20L (WS-G001),7SP-726,,Yes,Pcs
3452,Cutting:Tension Spring 0.6X6.0X25L(WS-G024),7SP-726,,Yes,Pcs
3453,Cutting:Tension Spring 0.6X6X25L (WS-G002),7SP-726,,Yes,No Unit
3454,Cutting:Tension Spring 1.0X0.8X35L(WS-G002),7SP-726,,Yes,Pcs
3455,Cutting:Tension Spring 1.0X8X60L (WS-G008),7SP-726,,Yes,No Unit
3456,Cutting:Tension Spring 1.2X8.0X32L (WS-G023),7SP-726,,Yes,Pcs
3457,Cutting:Tension Spring 1.2X8.0X35L(WS-G022),7SP-726,,Yes,Pcs
3458,Cutting:Tension Spring 1.2X8.0X60L (WS-G021),7SP-726,,Yes,Pcs
3459,Cutting:Tension Spring 1.2X8.0X60L(WS-G020),7SP-726,,Yes,Pcs
3460,Cutting:Tension Spring 10X0.9X46L (WS-G011),7SP-726,,Yes,Pcs
3461,Cutting:Tension Spring-1.2X9X34L (WS-G005),7SP-726,,Yes,No Unit
3462,Cutting:Tool Holder Bar f10 (HC-A060),7SP-726,,Yes,Pcs
3463,Cutting:Tool Holder Up/Down Steel Roll f16 (HC-A063)),7SP-726,,Yes,Pcs
3464,"Cutting: WS -G101 tension 
spring ( 04 X4.5 X20L )",7SP-726,,Yes,pcs
3465,Cutting: WS HC-B057F Crawler bar,7SP-726,,No,pcs
3466,Cutting:Center Fold Crawler Bridge Rear Connector Piece 7mm (HC-C100),7SP-727,,Yes,Pcs
3467,Cutting:Center Fold Mold Plate 5 mm (F86-C007),7SP-727,,Yes,Pcs
3468,Cutting:Center Fold Mold Plate 8mm (HC-C080),7SP-727,,Yes,Pcs
3469,Cutting:Center Fold Mold Plate 8mm (Old Type)(HC-C080),7SP-727,,Yes,Pcs
3470,Cutting:Crawler Bridge  Extension and Retraction (F86-B021),7SP-727,,Yes,Pcs
3471,Cutting:Crawler Bridge Rear Connector Piece 6mm (F86-B081L),7SP-727,,Yes,Pcs
3472,Cutting:Crawler Bridge Rear Connector Piece 6mm (F86-B081R),7SP-727,,Yes,Pcs
3473,Cutting:Crawler End Plate (small) (Left) (F86-B020BR),7SP-727,,Yes,Pcs
3474,Cutting:Crawler End Plate (small) (Right) (F86-B020BL),7SP-727,,Yes,Pcs
3475,Cutting:Rear Crawler Connector Piece 7mm(HC-B042L),7SP-727,,Yes,Pcs
3476,Cutting:Rear Crawler Connector Piece 7mm(HC-B042R),7SP-727,,Yes,Pcs
3477,Cutting:WS Center Fold Plate,7SP-727,,Yes,Pcs
3478,Cutting:WS Mold Plate 6Mm (SW-C021A),7SP-727,,Yes,pcs
3479,Cutting:Cold Knife f82 (YS_LD001),7SP-728,,Yes,Pcs
3480,Cutting:WS Cold Cutter-10X95 Mm (YS-LD001A),7SP-728,,Yes,No Unit
3481,Cutting:Sensor Line 1.2M (WC-Z003),7SP-729,,Yes,Pcs
3482,Cutting:1/4 inch sensor line (WS-Z004),7SP-729,,Yes,Pcs
3483,Cutting:Electromagnet Line (WS-Z021),7SP-729,,Yes,Pcs
3484,Cutting:Proximity Switch Long PN12 (WS-Z001),7SP-729,,Yes,Pcs
3485,Cutting:Proximity Switch Sort PN12S (WS-Z002),7SP-729,,Yes,Pcs
3486,Cutting:Sensor Line (Stick) (WS-K010),7SP-729,,Yes,Pcs
3487,Cutting:Sensore Line (Thread) (WS-K011),7SP-729,,Yes,Pcs
3488,Cutting:Tube switch 1805N (WS-Z005),7SP-729,,Yes,Pcs
3489,Cutting:WS Electronic Eye,7SP-729,,Yes,pcs
3490,Cutting: Rear Pressure Strip (HC-A075),7SP-730,,Yes,Pcs
3491,Cutting:Center Fold Crawler Plate (HC-C101),7SP-730,,Yes,Pcs
3492,Cutting:Center Fold Die Cover (HC-C068),7SP-730,,Yes,Pcs
3493,Cutting:End Fold Die Cover L (HC-C048L),7SP-730,,Yes,Pcs
3494,Cutting:End Fold Die Cover R (HC-C048R),7SP-730,,Yes,Pcs
3495,Cutting:Frint Pressure Strip (HC-A076),7SP-730,,Yes,Pcs
3496,Cutting:WS Receiver Psd (LHC-B057A),7SP-730,,Yes,pcs
3497,Cutting: Arch Tooth wheel f19 (HC-A041),7SP-731,,Yes,Pcs
3498,Cutting: Arch Tooth wheel f30 (HC-A040),7SP-731,,Yes,Pcs
3499,Cutting:Fingers Show Count Meter SC-261-VOUT (WS-Z014),7SP-731,,Yes,Pcs
3500,Cutting:Heating Element Socket (Set) WS-Z030),7SP-731,,Yes,Pcs
3501,Cutting:Syncnronous Wheel f12 (HC-B015A),7SP-731,,Yes,Pcs
3502,Cutting:WS Shaft 8X53MM (HCW100-C071),7SP-731,,Yes,No Unit
3503,Cutting:End Fold Die Blade 6mmX12mm( (HC-C037L-2),7SP-732,,Yes,Pcs
3504,Cutting:End Fold Die Blade 6mmX12mm( (HC-C037R-2),7SP-732,,Yes,Pcs
3505,Cutting:End Fold Die Blade 6mmX9mm( (HC-C037R-1),7SP-732,,Yes,Pcs
3506,Cutting:End Fold Die Blade 6mmX9mm(HC-C037L-1),7SP-732,,Yes,Pcs
3507,Cutting:End Fold Die Blade 8mmX13.5mm( (HC-C037R),7SP-732,,No,Pcs
3508,Cutting:End Fold Die Blade 8mmX15mm( (HC-C037L),7SP-732,,Yes,Pcs
3509,Cutting:End Fold Die Blade 8mmX15mm( (HC-C037R),7SP-732,,Yes,Pcs
3510,Cutting:WS 586W Stacker Plate-Type 2(LHC-D024R),7SP-732,,Yes,Pcs
3511,Cutting:WS 586W Stacker Plate-Type1(LHC-D024L),7SP-732,,Yes,Pcs
3512,Cutting:WS Folding Plate Left (HCW100-C078L),7SP-732,,No,Pcs
3513,Cutting:WS Folding Plate Right (HCW100-C078R),7SP-732,,Yes,Pcs
3514,Cutting:WS Knife 10X175LX44.5HX18T (175 Mm) LYS-YD001,7SP-732,,Yes,No Unit
3515,Cutting:ElectronicEye Line (WS-Z019),7SP-733,,Yes,Pcs
3516,Cutting:Electric Pusher Head 10mm (HC-A109C),7SP-734,,No,Pcs
3517,Cutting:Electric Pusher Head 18mm (HC-A109D),7SP-734,,No,Pcs
3518,Cutting:Electric Pusher Head 25mm (HC-A109E),7SP-734,,No,Pcs
3519,Cutting:Electric Pusher Head 3mm (HC-A109A),7SP-734,,No,Pcs
3520,Cutting:Electric Pusher Head 5mm (HC-A109B),7SP-734,,No,Pcs
3521,Cutting:Ironing Hollow Plate (HC-A073),7SP-734,,Yes,Pcs
3522,Cutting:Label Discharging Auxiliary (HC-D049-D053),7SP-734,,Yes,Set
3523,Cutting:Tension Spring Hook (HC-B087),7SP-734,,Yes,Pcs
3524,Cutting:WS Center Fold Space Block (WS-C077A),7SP-734,,No,Pcs
3525,Cutting:Close Switch Gear (HC-A159),7SP-735,,No,Pcs
3526,Cutting:Labelling Steel Plate (Left)(HC-D047L),7SP-735,,Yes,Pcs
3527,Cutting:Labelling Steel Plate (Right)(HC-D047R),7SP-735,,Yes,Pcs
3528,Cutting:Spring Plate (Center Fold Die Cover) 0.5X15X75L (HC-C062),7SP-735,,Yes,Pcs
3529,Cutting:Spring Plate (Center Fold Die) 0.5X15X65L (HC-C061),7SP-735,,Yes,Pcs
3530,Cutting:Spring Plate (End Fold Die Cover) 0.5X15X65L (HC-C062),7SP-735,,No,Pcs
3531,Cutting:Spring Plate (End Fold Die) 0.5X15X45L (HC-C061),7SP-735,,Yes,Pcs
3532,Cutting:Spring Plate (End Fold Die) 0.5X15X52L (HC-C061),7SP-735,,Yes,Pcs
3533,Cutting:Spring Plate (Mitre Fold Die Cover) 0.5X15X60L (HC-C035L),7SP-735,,Yes,Pcs
3534,Cutting:Spring Plate (Mitre Fold Die Cover) 0.5X15X60L (HC-C035R),7SP-735,,Yes,Pcs
3535,Cutting:Spring Plate (Mitre Fold Die) 0.5X15X35L (HC-C034),7SP-735,,Yes,Pcs
3536,Cutting:Fuse-10A (Glass) (WS-K014),7SP-736,,No,Pcs
3537,Cutting:Fuse-2A (Glass) (WS-M001),7SP-736,,No,Pcs
3538,Cutting:Fuse-3A (Glass) (WS-K012),7SP-736,,No,Pcs
3539,Cutting:Fuse-5A (Glass) (WS-K013),7SP-736,,No,Pcs
3540,Cutting:WS Labeling Steel Plate (HC-A119),7SP-736,,Yes,Pcs
3541,Cutting:WS Magnet Auxiliary Steel Wire-(WS-X002),7SP-736,,Yes,Pcs
3542,Cutting:WS Metal Connector-05 Pin (Male/Female),7SP-736,,Yes,Pcs
3543,Cutting:WS Steel Wire (WS-X001),7SP-736,,Yes,pcs
3544,Cutting:Blowing Unit (Set) (WS-N003),7SP-737,,Yes,Pcs
3545,Allen Bolt key (3x5) mm,7SP-825,,No,Pcs
3546,Cutting: Lock Nut 4 mm,7SP-825,,No,Pcs
3547,Cutting: Nut (5X7 mm),7SP-825,,No,Pcs
3548,Cutting:Laser Cable (0Z001985),7SP-AL05,,Yes,Pcs
3549,Cutting:Laser Cable (1665),7SP-AL05,,Yes,Pcs
3550,Cutting:Laser Cylinder (0Z00338),7SP-AL05,,Yes,Pcs
3551,Cutting:Laser Photocell (0Z001984),7SP-AL05,,Yes,Pcs
3552,Cutting:Laser Photocell CZ-41 (1660),7SP-AL05,,Yes,Pcs
3553,Cutting:Laser Regulator (0Z00547),7SP-AL05,,No,Pcs
3554,Cutting:Laser Volantino (L08-0),7SP-AL05,,Yes,Pcs
3555,Cutting:XY Electric Machinery (C040132),7SP-AL05,,Yes,Pcs
3556,Cutting:5M Camera Data Line (C03922),7SP-AL06,,Yes,Pcs
3557,Cutting:Laser Belt,7SP-AL06,,Yes,MTR
3558,Cutting:Laser Teeth Belt-225 Teeth (T5-1100),7SP-AL06,,Yes,No Unit
3559,Cutting:Limited Switch (SN04-N),7SP-AL06,,Yes,Pcs
3560,Cutting:Reflecor Mirror (D0701),7SP-AL06,,Yes,Pcs
3561,Cutting:Slider (A051),7SP-AL06,,Yes,Pcs
3562,Cutting:Air Nozzle (C05033),7SP-AL07,,No,Pcs
3563,Cutting:Filter table 730X240MM (A3308),7SP-AL07,,Yes,Pcs
3564,Cutting:Laser Mark Reader (0Z00572),7SP-AL07,,Yes,Pcs
3565,Cutting:Laser Welded Foor (0Z00859),7SP-AL07,,Yes,Pcs
3566,Cutting:Limited Switch (W05-N),7SP-AL07,,Yes,Pcs
3567,Cutting:Synchronisation Belt 279-3M (A01A3M279195)),7SP-AL07,,Yes,Pcs
3568,Cutting:Laser Pressure Roller (LJRR16-1),7SP-AL08,,Yes,Pcs
3569,Cutting:Laser Roller (LJRR33-1),7SP-AL08,,Yes,Pcs
3570,Cutting:Laser Rubber Counter-Roller (LJ00101-2),7SP-AL08,,Yes,Pcs
3571,Cutting:Laser Rubber Roller (LJ00142-2),7SP-AL08,,Yes,Pcs
3572,Cutting:Leasar Roller (LJRR18-3),7SP-AL08,,Yes,Pcs
3573,Cutting:Musonic Buskoppler (182310004),7SP-AL09,,Yes,Pcs
3574,Cutting:Sonic Converter (179003454),7SP-AL09,,No,Pcs
3575,Cutting:Musonic Allen Hex Nut & Bolt-(2X3X4 Mm),7SP-AL10,,Yes,Pcs
3576,Cutting:Musonic Bearing Pivot (179923039),7SP-AL10,,Yes,Pcs
3577,Cutting:Musonic Greasing Nipple (154500600),7SP-AL10,,Yes,Pcs
3578,Cutting:Musonic Pressure Spring (159110069),7SP-AL10,,Yes,Pcs
3579,Cutting:Musonic Spot Valve (220V/50W),7SP-AL10,,Yes,No Unit
3580,Cutting:Musonic Turn Switch (181005201),7SP-AL10,,Yes,Pcs
3581,Cutting:Sonic Dc Motor (179006026),7SP-AL10,,Yes,Pcs
3582,Cutting:Sonic Horn (179943688),7SP-AL10,,Yes,Pcs
3583,Cutting:Sonic Thread Bolt (142904021),7SP-AL10,,Yes,Pcs
3584,Cutting:Musonic Trennclip  (179973764),7SP-AL11,,Yes,Pcs
3585,Cutting:Sonic Both Side Wheel-2 (179943165/JF001),7SP-AL11,,Yes,Pcs
3586,Cutting:Sonic Both Side Wheel-3 (179943131/JF002),7SP-AL11,,Yes,Pcs
3587,Cutting:Sonic Both Side Wheel-4 (179943166),7SP-AL11,,Yes,Pcs
3588,Cutting: Sonic O Ring (20X15X2.5) MM,7SP-AL12,,Yes,Pcs
3589,Cutting: Sonic O Ring (20X15X3) MM,7SP-AL12,,Yes,Pcs
3590,Cutting:Sonic Base plate-179943566,7SP-AL12,,Yes,Pcs
3591,Cutting:Sonic Clutch (179004932),7SP-AL12,,Yes,Pcs
3592,Cutting:Sonic Contact Wheel (152992310),7SP-AL12,,Yes,Pcs
3593,Cutting:Sonic Silencer-154402082,7SP-AL12,,Yes,Pcs
3594,Cutting:Musonic Adjustment Key (779011051),7SP-AL13,,No,Pcs
3595,Cutting:Musonic Cylindric Screw (140906027),7SP-AL13,,Yes,No Unit
3596,Cutting:Sonic Bearing ((6802 Z),7SP-AL14,,Yes,Pcs
3597,Cutting:Sonic Clamp Flange (179973704),7SP-AL13,,Yes,Pcs
3598,Cutting:Musonic Pressure Spring (159110038),7SP-AL13,,No,Pcs
3599,Cutting:Musonic Brake Band (779011759),7SP-AL13,,No,Pcs
3600,Cutting:Musonic clamp (179943618),7SP-AL13,,No,Pcs
3601,Cutting:Musonic stop (779010982),7SP-AL13,,No,Pcs
3602,Cutting:Musonic Threaded Rod (779145433),7SP-AL13,,No,Pcs
3603,Cutting:Musonic plate (779011058),7SP-AL13,,No,Pcs
3604,Cutting:Musonic Brake Band (779011516),7SP-AL13,,No,Pcs
3605,Cutting:Musonic Bracket (179943619),7SP-AL13,,No,Pcs
3606,Cutting:Musonic washer (140945205),7SP-AL13,,No,Pcs
3607,Cutting:Musonic Cylindric Screw (140412045),7SP-AL13,,No,Pcs
3608,Cutting:Musonic Adjustment Key (779011053),7SP-AL14,,Yes,Pcs
